楷書編號	釋義	部首	字體編號
2195	《說文》：“梡，㮯木薪也。从木，完聲。”	說文‧木部	&27.68A1;
2185	《說文》：“械，桎梏也。从木，戒聲。一曰器之緫名。一曰持也。一曰有盛為械，無盛為器。”	說文‧木部	&27.68B0;
7380	《說文》：“梏，手械也。从木，告聲。”	說文‧木部	&27.688F;
2194	《說文》：“梟，不孝鳥也。日至，捕梟磔之。从鳥頭在木上。”	說文‧木部	&27.689F;
2191	《說文》：“梔，木，實可染。从木，巵聲。”	說文‧木部	&27.6894;
2179	《說文新附》：“梵，出自西域釋書。未詳意義。”	說文‧林部	&27.68B5;
22591	《說文》：“叒，日初出東方湯谷所登榑桑，叒木也。象形……𠭚，籀文。”	說文‧叒部	&27.F11B;
1823	《說文》：“索，艸有莖葉可作繩索。从𣎵糸。杜林說：𣎵，亦朱𣎵字。”	說文‧𣎵部	&27.7D22;
2264	《說文》：“產，生也。从生，彥省聲。”	說文‧生部	&27.7522;
2073	《說文》：“巢，鳥在木上曰巢，在穴曰窠。从木，象形。”	說文‧巢部	&27.5DE2;
23432	《說文》：“𡬯，傾覆也。从寸，𦥑覆之。寸，人手也。从巢省。杜林說以為貶損之貶。”	說文‧巢部	&27.E53F;
7383	《說文》：“木汁，可以䰍物。象形，桼如水滴而下，凡桼之屬皆从桼。”	說文‧桼部	&27.687C;
2021	《說文》：“國，邦也。从囗，从或。”	說文‧囗部	&27.570B;
2020	《說文》：“圈，養畜之閑也。从囗，卷聲。”	說文‧囗部	&27.5708;
2394	《說文》：“貨，財也。从貝，化聲。”	說文‧貝部	&27.8CA8;
2392	《說文》：“責，求也。从貝，朿聲。”	說文‧貝部	&27.8CAC;
2391	《說文》：“販，買賤賣貴者。从貝，反聲。”	說文‧貝部	&27.8CA9;
2395	《說文》：“貪，欲物也。从貝，今聲。”	說文‧貝部	&27.8CAA;
2846	《說文》：“貶，損也。从貝，从乏。”	說文‧貝部	&27.8CB6;
2396	《說文》：“貧，財分少也。从貝，从分，分亦聲。𡧋，古文从宀、分。”	說文‧貝部	&27.8CA7;
716	《說文》：“邦，國也。从邑，丰聲。𤰫，古文。”	說文‧邑部	&27.90A6;
716	《說文》：“邦，國也。从邑，丰聲。𤰫，古文。”	說文‧邑部	&27.90A6;
2421	《說文》：“都，有先君之舊宗廟曰都。从邑，者聲。《周禮》距國五百里為都。”	說文‧邑部	&27.90FD;
50116	《說文》：“𨙸，周文王所封，在右扶風美陽中水鄉。从邑，支聲。岐，𨙸或从山，支聲。因岐山以名之也。㟚，古文𨙸从枝，从山。”	說文‧邑部	&27.E556;
25771	《說文》：“𨙸，周文王所封，在右扶風美陽中水鄉。从邑，支聲。岐，𨙸或从山，支聲。因岐山以名之也。㟚，古文𨙸从枝，从山。”	說文‧邑部	&27.E556;
2119	《說文》：“扈，夏后同姓所封，戰於甘者。在鄠，有扈谷、甘亭。从邑，戶聲。𡴱，古文扈从山𢎘。”	說文‧邑部	&27.6248;
50182	《說文》：“𨚶，左馮翊谷口鄉。从邑，秊聲。讀若寕。”	說文‧邑部	&27.E560;
2419	《說文》：“部，天水狄部。从邑，咅聲。”	說文‧邑部	&27.90E8;
7735	《說文》：“郪，新郪，汝南縣。从邑，妻聲。”	說文‧邑部	&27.90EA;
7741	《說文》：“郫，蜀縣也。从邑，卑聲。”	說文‧邑部	&27.90EB;
717	《說文》：“𨙻，西夷國。从邑，冄聲。安定有朝𨙻縣。”	說文‧邑部	&27.90A3;
7737	《說文》：“郴，桂陽縣。从邑，林聲。”	說文‧邑部	&27.90F4;
50123	《說文》：“𨙹，地名。从邑，少聲。”	說文‧邑部	&27.E578;
7740	《說文》：“郔，鄭地。从邑，延聲。”	說文‧邑部	&27.90D4;
7736	《說文》：“郰，魯下邑，孔子之鄉。从邑，取聲。”	說文‧邑部	&27.90F0;
50252	《說文》：“䣍，周公所誅䣍國，在魯。从邑，奄聲。”	說文‧邑部	&27.E57B;
7734	《說文》：“郯，東海縣，帝少昊之後所封。从邑，炎聲。”	說文‧邑部	&27.90EF;
2420	《說文》：“郭，齊之郭氏虛。善善不能進，惡惡不能退，是以亡國也。从邑，𩫏聲。”	說文‧邑部	&27.90ED;
7739	《說文》：“郳，齊地。从邑，兒聲。《春秋傳》曰：‘齊高厚定郳田。’”	說文‧邑部	&27.90F3;
50255	《說文》：“䣊，地名。从邑，尚聲。”	說文‧邑部	&27.E588;
50130	《說文》：“邩，地名。从邑，火聲。”	說文‧邑部	&27.E58A;
50263	《說文》：“𨛭，地名。从邑，舍聲。”	說文‧邑部	&27.E58C;
7362	《說文》：“晢，昭晣，明也。从日，折聲。”	說文‧日部	&27.6662;
2168	《說文》：“晤，明也。从日，吾聲。”	說文‧日部	&27.6664;
7359	《說文》：“晛，日見也。从日，从見，見亦聲。”	說文‧日部	&27.665B;
31747	《說文》：“晧，日出皃。从日，告聲。”	說文‧日部	&27.E599;
2167	《說文》：“晚，莫也。从日，免聲。”	說文‧日部	&27.665A;
2170	《說文》：“晦，月盡也。从日，每聲。”	說文‧日部	&27.6666;
31732	《說文》：“㫱，溫溼也。从日，赧省聲。”	說文‧日部	&27.E59E;
2171	《說文》：“晞，乾也。从日，希聲。”	說文‧日部	&27.665E;
7360	《說文》：“晙，明也。从日，夋聲。”	說文‧日部	&27.6659;
2164	《說文》：“旌，游車載旌，析羽注旄首，所以精進士卒。从㫃，生聲。”	說文‧㫃部	&27.65CC;
35923	《說文》：“旇，旌旗披靡也。从㫃，皮聲。”	說文‧㫃部	&27.E5AC;
2163	《說文》：“旋，周旋，旌旗之指麾也。从㫃，从疋。”	說文‧㫃部	&27.65CB;
2162	《說文》：“族，矢鋒也，束之族族也。从㫃，从矢。”	說文‧㫃部	&27.65CF;
1996	《說文》：“曑，商星也。从晶，㐱聲。參，曑或省。”	說文‧晶部	&27.E5AF;
1996	《說文》：“曑，商星也。从晶，㐱聲。參，曑或省。”	說文‧晶部	&27.E5AF;
2169	《說文》：“䢅，早昧爽也。从𦥑，从辰。辰，時也，辰亦聲。𠃨夕為𡖊，𦥑辰為䢅，皆同意。”	說文‧䢅部	&27.F39A;
2169	《說文》：“䢅，早昧爽也。从𦥑，从辰。辰，時也，辰亦聲。𠃨夕為𡖊，𦥑辰為䢅，皆同意。”	說文‧䢅部	&27.F39A;
1685	《說文》：“朗，明也。从月，良聲。”	說文‧月部	&27.6717;
938	《說文》：“朙，照也。从月，从囧。明，古文朙，从日。”	說文‧明部	&27.F062;
938	《說文》：“朙，照也。从月，从囧。明，古文朙，从日。”	說文‧明部	&27.F062;
35055	《說文》：“朚，翌也。从明，亡聲。”	說文‧明部	&27.E5B5;
22981	《說文》：“𡌪，大也。从多，圣聲。”	說文‧多部	&27.E5BE;
2393	《說文》：“貫，錢貝之貫。从毌、貝。”	說文‧毌部	&27.8CAB;
7543	《說文》：“𪗉，稷也。从禾，亝（齊）聲。秶，𪗉或从次。”	說文‧禾部	&27.E5CE;
2291	《說文》：“移，禾相倚移也。从禾，多聲。一曰禾名。”	說文‧禾部	&27.79FB;
39668	《說文》：“䅁，轢禾也。从禾，安聲。”	說文‧禾部	&27.E5D9;
39648	《說文》：“秳，舂粟不漬也。从禾，𠯑聲。”	說文‧禾部	&27.E5DC;
45114	《說文》：“稃，𥢶也。从禾，孚聲。𥹃，稃或从米，付聲。”	說文‧禾部	&27.7A03;
2078	《說文》：“穅，穀皮也。从禾，从米，庚聲。康，穅或省。”	說文‧禾部	&27.F092;
39637	《說文》：“𥞥，黍穰也。从禾，𠛱聲。”	說文‧禾部	&27.E5E4;
39655	《說文》：“稯，布之八十縷為稯。从禾，㚇聲。𥞝，籀文稯省。”	說文‧禾部	&27.7A2F;
45104	《說文》：“𪏻，黏也。从黍，古聲。䊀，黏或从米。”	說文‧黍部	&27.E5EF;
2303	《說文》：“粗，疏也。从米，且聲。”	說文‧米部	&27.7C97;
45108	《說文》：“䉾，惡米也。从米，北聲。《周書》有《䉾誓》。”	說文‧米部	&27.E5F5;
2302	《說文》：“粒，糂也。从米，立聲。”	說文‧米部	&27.7C92;
45124	《說文》：“𥹆，潰米也。从米，尼聲。交阯有𥹆泠縣。”	說文‧米部	&27.E5FB;
2304	《說文新附》：“粕，糟粕，酒滓也。从米，白聲。”	說文‧米部	&27.7C95;
7567	《說文新附》：“粔，粔籹，膏環也。从米，巨聲。”	說文‧米部	&27.7C94;
2335	《說文》：“舂，擣粟也。从廾，持杵臨臼上。午，杵省也。古者雝父初作舂。”	說文‧臼部	&27.8202;
61439	《說文》：“舀，抒臼也。从爪、臼。《詩》曰：‘或簸或舀。’抭，舀或从手，从宂。，舀或从臼、宂。”	說文‧臼部	&27.8200;
2452	《說文》：“麻，與𣏟同。人所治，在屋下。从广，从𣏟。”	說文‧麻部	&27.9EBB;
2389	《說文》：“𢻃，配鹽幽尗也。从尗，支聲。豉，俗𢻃从豆。”	說文‧尗部	&27.E60A;
40186	《說文》：“㼎，小瓜也。从瓜，交聲。”	說文‧瓜部	&27.E60E;
2260	《說文》：“瓠，匏也。从瓜，夸聲。”	說文‧瓠部	&27.74E0;
2052	《說文》：“㝛，止也。从宀，𠈇聲。𠈇，古文夙。”	說文‧宀部	&27.5BBF;
7272	《說文》：“寁，居之速也。从宀，疌聲。”	說文‧宀部	&27.5BC1;
2050	《說文》：“寄，託也。从宀，奇聲。”	說文‧宀部	&27.5BC4;
7273	《說文新附》：“宷，同地為宷。从宀，釆聲。”	說文‧宀部	&27.5BC0;
7547	《說文》：“窐，甑空也。从穴，圭聲。”	說文‧穴部	&27.7A90;
2292	《說文》：“窒，塞也。从穴，至聲。”	說文‧穴部	&27.7A92;
2293	《說文》：“窕，深肆極也。从穴，兆聲。讀若挑。”	說文‧穴部	&27.7A95;
40985	《說文》：“䆞，冥也。从穴，㫐聲。”	說文‧穴部	&27.E63A;
7546	《說文》：“窔，䆞窔，深也。从穴，交聲。”	說文‧穴部	&27.7A94;
1765	《說文》：“疾，病也。从疒，矢聲。𤶅，古文疾。𥏦，籀文疾。”	說文‧疒部	&27.75BE;
1765	《說文》：“疾，病也。从疒，矢聲。𤶅，古文疾。𥏦，籀文疾。”	說文‧疒部	&27.75BE;
2272	《說文》：“疵，病也。从疒，此聲。”	說文‧疒部	&27.75B5;
7504	《說文》：“痒，瘍也。从疒，羊聲。”	說文‧疒部	&27.75D2;
7503	《說文》：“痎，二日一發瘧。从疒，亥聲。”	說文‧疒部	&27.75CE;
2270	《說文》：“痔，後病也。从疒，寺聲。”	說文‧疒部	&27.75D4;
7505	《說文》：“痏，疻痏也。从疒，有聲。”	說文‧疒部	&27.75CF;
2274	《說文》：“痍，傷也。从疒，夷聲。”	說文‧疒部	&27.75CD;
2271	《說文》：“痕，胝瘢也。从疒，艮聲。”	說文‧疒部	&27.75D5;
7506	《說文》：“痋，動病也。从疒，蟲省聲。”	說文‧疒部	&27.75CB;
40357	《說文》：“癃，罷病也。从疒，隆聲。𤵸，籀文癃省。”	說文‧疒部	&27.7643;
7508	《說文》：“痑，馬病也。从疒，多聲。《詩》曰：‘痑痑駱馬。’”	說文‧疒部	&27.75D1;
1982	《說文》：“冕，大夫以上冠也，邃延垂瑬紞纊。从冃，免聲。古者黃帝初作冕。絻，冕或从糸。”	說文‧冃部	&27.5195;
20486	《說文》：“㒼，平也。从廿，五行之數二十分為一辰。㒳，㒼平也。讀若蠻。”	說文‧㒳部	&27.F598;
42877	《說文》：“䍘，周行也。从网，米聲。《詩》曰：‘䍘入其阻。’𥹄，䍘或从𣦵。”	說文‧网部	&27.E670;
51108	《說文》：“䍘，周行也。从网，米聲。《詩》曰：‘䍘入其阻。’𥹄，䍘或从𣦵。”	說文‧网部	&27.E670;
7699	《說文》：“覂，反覆也。从襾，乏聲。”	說文‧襾部	&27.8982;
2075	《說文》：“帶，紳也。男子鞶帶，婦人帶絲，象繫佩之形。佩必有巾，从巾。”	說文‧巾部	&27.5E36;
2074	《說文》：“常，下帬也。从巾，尚聲。裳，常或从衣。”	說文‧巾部	&27.5E38;
7292	《說文》：“帴，帬也。一曰帗也。一曰婦人脅衣。从巾，戔聲。”	說文‧巾部	&27.5E34;
25316	《說文》：“𢃭，㡓也。从巾，怱聲。一曰帙。𢃓，𢃭，或从松。”	說文‧巾部	&27.E681;
2077	《說文》：“帷，在旁曰帷。从巾，隹聲。𠥎，古文帷。”	說文‧巾部	&27.5E37;
20365	《說文》：“帷，在旁曰帷。从巾，隹聲。𠥎，古文帷。”	說文‧巾部	&27.5E37;
2076	《說文》：“帳，張也。从巾，長聲。”	說文‧巾部	&27.5E33;
44485	《說文》：“帙，書衣也。从巾，失聲。袠，帙或从衣。”	說文‧巾部	&27.5E19;
25345	《說文》：“㡉，布，出東萊。从巾，弦聲。”	說文‧巾部	&27.E697;
25290	《說文》：“𢂷，士無巿有𢂷，制如榼，缺四角，爵弁服，其色韎，賤不得裳同。司農曰：‘裳纁色。’从巿，合聲。韐，𢂷或从韋。”	說文‧巿部	&27.E69C;
2275	《說文》：“皎，月之白也。从白，交聲。《詩》曰：月出皎兮。’”	說文‧白部	&27.768E;
2149	《說文》：“敝，帗也。一曰敗衣。从攴，从㡀。㡀亦聲。”	說文‧㡀部	&27.655D;
1115	《說文》：“保，養也。从人，从𤔍省。𤔍，古文孚。𣎼，古文保。𠊻，古文保不省。”	說文‧人部	&27.4FDD;
1115	《說文》：“保，養也。从人，从𤔍省。𤔍，古文孚。𣎼，古文保。𠊻，古文保不省。”	說文‧人部	&27.4FDD;
20892	《說文》：“㑮，人姓。从人，軍聲。”	說文‧人部	&27.E6A6;
7141	《說文》：“偰，高辛氏之子，堯司徒，殷之先。从人，契聲。”	說文‧人部	&27.5070;
1969	《說文》：“偉，奇也。从人，韋聲。”	說文‧人部	&27.5049;
2086	《說文》：“份，文質僣也。从人，分聲。《論語》曰：‘文質份份。’彬，古文份从彡、林。林者，从焚省聲。”	說文‧人部	&27.4EFD;
20896	《說文》：“𠊩，具也。从人，孨聲。讀若汝南𣹏水。《虞書》曰：‘旁救𠊩功。’”	說文‧人部	&27.E6AC;
1970	《說文》：“健，伉也。从人，建聲。”	說文‧人部	&27.5065;
7149	《說文》：“偲，彊力也。从人，思聲。《詩》曰：‘其人美且偲。’”	說文‧人部	&27.5072;
7160	《說文》：“偫，待也。从人，从待。”	說文‧人部	&27.506B;
7146	《說文》：“偓，佺也。从人，屋聲。段玉裁注：“偓，偓佺，古仙人名也。”	說文‧人部	&27.5053;
1973	《說文》：“偕，彊也。从人，皆聲。《詩》曰：‘偕偕士子’。一曰俱也。”	說文‧人部	&27.5055;
1975	《說文》：“側，旁也。从人，則聲。”	說文‧人部	&27.5074;
7152	《說文》：“偁，揚也。从人，爯聲。”	說文‧人部	&27.5041;
1965	《說文》：“假，非真也。从人，叚聲。一曰至也。《虞書》曰：‘假于上下。’”	說文‧人部	&27.5047;
1528	《說文》：“𠊱，伺望也。从人，矦聲。”	說文‧人部	&27.5019;
1111	《說文》：“便，安也。人有不便，更之。从人、更。”	說文‧人部	&27.4FBF;
7163	《說文》：“偆，富也。从人，春聲。”	說文‧人部	&27.5046;
1980	《說文》：“偭，鄉也。从人，面聲。”	說文‧人部	&27.506D;
20822	《說文》：“𠊾，左右兩視。从人，癸聲。”	說文‧人部	&27.E6B9;
7147	《說文》：“偋，僻寠也。从人，屏聲。”	說文‧人部	&27.504B;
20848	《說文》：“偄，弱也。从人，从耎。”	說文‧人部	&27.E6BD;
